Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
10.87,10.781,0.09,-0.147,11.018,0.015,-0.066,0.023,0.062,10.693,0.062,10.407,10.018,9.693,9.142,11.021
11.16,11.306,-0.148,-0.356,11.514,0.09,0.015,-0.066,0.023,11.207,-0.087,10.871,10.407,10.018,9.693,11.512
11.89,11.844,0.05,-0.051,11.945,-0.148,0.09,0.015,-0.066,11.751,0.104,11.158,10.871,10.407,10.018,11.949
12.38,12.242,0.139,0.089,12.293,0.05,-0.148,0.09,0.015,12.207,0.093,11.894,11.158,10.871,10.407,12.302
12.32,12.521,-0.204,-0.221,12.538,0.139,0.05,-0.148,0.09,12.428,-0.16,12.381,11.894,11.158,10.871,12.553
12.87,12.759,0.115,0.211,12.663,-0.204,0.139,0.05,-0.148,12.755,0.1,12.317,12.381,11.894,11.158,12.684
12.75,12.779,-0.027,0.104,12.649,0.115,-0.204,0.139,0.05,12.939,0.024,12.874,12.317,12.381,11.894,12.673
12.58,12.48,0.099,0.09,12.489,-0.027,0.115,-0.204,0.139,12.498,0.031,12.753,12.874,12.317,12.381,12.507
11.9,12.053,-0.15,-0.324,12.227,0.099,-0.027,0.115,-0.204,12.119,-0.144,12.58,12.753,12.874,12.317,12.212
11.88,11.784,0.093,-0.041,11.918,-0.15,0.099,-0.027,0.115,11.815,0.079,11.903,12.58,12.753,12.874,11.93
11.65,11.654,0.0,0.037,11.6,0.093,-0.15,0.099,-0.027,11.746,0.033,11.876,11.903,12.58,12.753,11.614
11.59,11.554,0.034,0.213,11.374,0.0,0.093,-0.15,0.099,11.489,-0.015,11.654,11.876,11.903,12.58,11.314
11.45,11.493,-0.042,0.243,11.209,0.034,0.0,0.093,-0.15,11.498,-0.08,11.587,11.654,11.876,11.903,11.329
11.58,11.516,0.063,0.449,11.13,-0.042,0.034,0.0,0.093,11.51,0.0,11.452,11.587,11.654,11.876,11.017
11.39,11.51,-0.119,0.246,11.144,0.063,-0.042,0.034,0.0,11.576,-0.043,11.579,11.452,11.587,11.654,11.203
11.59,11.376,0.212,0.36,11.228,-0.119,0.063,-0.042,0.034,11.376,0.132,11.39,11.579,11.452,11.587,11.203
11.15,11.222,-0.071,-0.2,11.352,0.212,-0.119,0.063,-0.042,11.217,-0.162,11.588,11.39,11.579,11.452,11.362
11.12,11.243,-0.121,-0.365,11.487,-0.071,0.212,-0.119,0.063,11.191,-0.123,11.152,11.588,11.39,11.579,11.497
11.38,11.297,0.082,-0.223,11.603,-0.121,-0.071,0.212,-0.119,11.43,0.149,11.121,11.152,11.588,11.39,11.602
11.41,11.211,0.194,-0.269,11.675,0.082,-0.121,-0.071,0.212,11.151,0.098,11.38,11.121,11.152,11.588,11.689
11.04,11.271,-0.233,-0.654,11.692,0.194,0.082,-0.121,-0.071,11.071,-0.277,11.405,11.38,11.121,11.152,11.685
11.78,11.796,-0.015,0.133,11.648,-0.233,0.194,0.082,-0.121,11.691,0.012,11.038,11.405,11.38,11.121,11.668
12.53,12.342,0.187,0.991,11.537,-0.015,-0.233,0.194,0.082,12.505,0.209,11.781,11.038,11.405,11.38,11.54
12.12,12.189,-0.07,0.76,11.358,0.187,-0.015,-0.233,0.194,12.297,-0.073,12.529,11.781,11.038,11.405,11.382
11.4,11.388,0.01,0.261,11.136,-0.07,0.187,-0.015,-0.233,11.47,-0.096,12.118,12.529,11.781,11.038,11.124
10.6,10.648,-0.046,-0.313,10.914,0.01,-0.07,0.187,-0.015,10.744,-0.062,11.398,12.118,12.529,11.781,10.906
10.43,10.403,0.026,-0.31,10.739,-0.046,0.01,-0.07,0.187,10.45,0.088,10.602,11.398,12.118,12.529,10.736
10.48,10.427,0.052,-0.177,10.655,0.026,-0.046,0.01,-0.07,10.45,0.068,10.428,10.602,11.398,12.118,10.637
10.46,10.458,0.002,-0.236,10.697,0.052,0.026,-0.046,0.01,10.353,-0.061,10.479,10.428,10.602,11.398,10.693
10.52,10.65,-0.132,-0.323,10.841,0.002,0.052,0.026,-0.046,10.491,-0.083,10.461,10.479,10.428,10.602,10.861
11.27,11.102,0.171,0.22,11.053,-0.132,0.002,0.052,0.026,11.075,0.16,10.518,10.461,10.479,10.428,11.041
11.34,11.484,-0.146,0.041,11.297,0.171,-0.132,0.002,0.052,11.526,-0.047,11.273,10.518,10.461,10.479,11.295
11.77,11.592,0.182,0.236,11.538,-0.146,0.171,-0.132,0.002,11.477,0.092,11.338,11.273,10.518,10.461,11.533
11.44,11.608,-0.171,-0.31,11.746,0.182,-0.146,0.171,-0.132,11.603,-0.152,11.774,11.338,11.273,10.518,11.751
11.88,11.849,0.035,-0.018,11.903,-0.171,0.182,-0.146,0.171,11.738,0.078,11.437,11.774,11.338,11.273,11.907
12.29,12.207,0.086,0.261,12.032,0.035,-0.171,0.182,-0.146,12.264,0.112,11.884,11.437,11.774,11.338,12.004
12.32,12.368,-0.045,0.153,12.17,0.086,0.035,-0.171,0.182,12.337,-0.058,12.293,11.884,11.437,11.774,12.169
12.31,12.313,-0.006,-0.012,12.319,-0.045,0.086,0.035,-0.171,12.29,-0.038,12.323,12.293,11.884,11.437,12.333
12.29,12.329,-0.038,-0.175,12.465,-0.006,-0.045,0.086,0.035,12.27,0.005,12.307,12.323,12.293,11.884,12.471
12.68,12.567,0.114,0.089,12.592,-0.038,-0.006,-0.045,0.086,12.549,0.107,12.29,12.307,12.323,12.293,12.596
12.72,12.811,-0.096,0.026,12.689,0.114,-0.038,-0.006,-0.045,12.829,-0.075,12.681,12.29,12.307,12.323,12.689
12.86,12.852,0.006,0.107,12.751,-0.096,0.114,-0.038,-0.006,12.831,0.019,12.715,12.681,12.29,12.307,12.754
12.82,12.728,0.087,0.019,12.797,0.006,-0.096,0.114,-0.038,12.762,0.067,12.858,12.715,12.681,12.29,12.783
12.61,12.669,-0.06,-0.238,12.846,0.087,0.006,-0.096,0.114,12.625,-0.066,12.815,12.858,12.715,12.681,12.848
12.79,12.821,-0.032,-0.129,12.917,-0.06,0.087,0.006,-0.096,12.776,-0.009,12.608,12.815,12.858,12.715,12.915
13.15,13.044,0.107,0.143,13.009,-0.032,-0.06,0.087,0.006,13.06,0.08,12.788,12.608,12.815,12.858,13.02
13.13,13.184,-0.051,0.017,13.115,0.107,-0.032,-0.06,0.087,13.119,-0.06,13.152,12.788,12.608,12.815,13.108
13.29,13.298,-0.007,0.058,13.233,-0.051,0.107,-0.032,-0.06,13.233,-0.029,13.132,13.152,12.788,12.608,13.228
13.49,13.474,0.014,0.132,13.356,-0.007,-0.051,0.107,-0.032,13.476,0.018,13.291,13.132,13.152,12.788,13.355
13.68,13.643,0.039,0.194,13.487,0.014,-0.007,-0.051,0.107,13.641,0.027,13.489,13.291,13.132,13.152,13.483
13.67,13.714,-0.047,0.033,13.634,0.039,0.014,-0.007,-0.051,13.687,-0.042,13.681,13.489,13.291,13.132,13.628
13.83,13.753,0.079,0.025,13.807,-0.047,0.039,0.014,-0.007,13.719,0.015,13.667,13.681,13.489,13.291,13.802
13.81,13.893,-0.086,-0.21,14.017,0.079,-0.047,0.039,0.014,13.847,-0.07,13.832,13.667,13.681,13.489,14.01
14.27,14.216,0.058,0.001,14.272,-0.086,0.079,-0.047,0.039,14.1,0.056,13.807,13.832,13.667,13.681,14.264
14.65,14.639,0.01,0.081,14.568,0.058,-0.086,0.079,-0.047,14.589,0.007,14.273,13.807,13.832,13.667,14.566
15.15,15.098,0.053,0.253,14.898,0.01,0.058,-0.086,0.079,14.945,-0.03,14.649,14.273,13.807,13.832,14.888
15.44,15.551,-0.114,0.183,15.254,0.053,0.01,0.058,-0.086,15.493,-0.111,15.151,14.649,14.273,13.807,15.249
16.01,15.889,0.124,0.386,15.627,-0.114,0.053,0.01,0.058,15.888,0.081,15.437,15.151,14.649,14.273,15.623
15.97,15.942,0.025,-0.013,15.98,0.124,-0.114,0.053,0.01,16.013,-0.04,16.013,15.437,15.151,14.649,15.998
15.65,15.794,-0.143,-0.59,16.241,0.025,0.124,-0.114,0.053,15.753,-0.128,15.967,16.013,15.437,15.151,16.281
15.99,15.782,0.204,-0.357,16.344,-0.143,0.025,0.124,-0.114,15.72,0.111,15.651,15.967,16.013,15.437,16.357
15.96,16.014,-0.052,-0.297,16.259,0.204,-0.143,0.025,0.124,16.028,-0.123,15.986,15.651,15.967,16.013,16.274
16.05,16.136,-0.086,0.08,15.971,-0.052,0.204,-0.143,0.025,16.238,-0.104,15.962,15.986,15.651,15.967,16.002
15.89,15.781,0.109,0.407,15.484,-0.086,-0.052,0.204,-0.143,15.907,0.077,16.051,15.962,15.986,15.651,15.505
15.17,15.061,0.107,0.358,14.81,0.109,-0.086,-0.052,0.204,15.175,-0.019,15.891,16.051,15.962,15.986,14.854
14.34,14.468,-0.126,0.381,13.961,0.107,0.109,-0.086,-0.052,14.498,-0.227,15.168,15.891,16.051,15.962,13.998
13.95,13.961,-0.014,0.987,12.96,-0.126,0.107,0.109,-0.086,14.315,-0.047,14.342,15.168,15.891,16.051,12.989
12.96,12.84,0.123,1.079,11.884,-0.014,-0.126,0.107,0.109,13.315,0.109,13.947,14.342,15.168,15.891,11.868
11.11,10.899,0.209,0.261,10.847,0.123,-0.014,-0.126,0.107,11.198,-0.055,12.963,13.947,14.342,15.168,10.835
8.65,9.069,-0.414,-1.311,9.966,0.209,0.123,-0.014,-0.126,9.144,-0.459,11.108,12.963,13.947,14.342,9.946
8.71,8.511,0.199,-0.648,9.358,-0.414,0.209,0.123,-0.014,8.375,0.196,8.655,11.108,12.963,13.947,9.325
9.35,9.089,0.26,0.241,9.108,0.199,-0.414,0.209,0.123,9.1,0.151,8.71,8.655,11.108,12.963,9.084
9.34,9.789,-0.449,0.177,9.164,0.26,0.199,-0.414,0.209,9.613,-0.365,9.349,8.71,8.655,11.108,9.212
10.5,9.982,0.516,1.06,9.438,-0.449,0.26,0.199,-0.414,9.951,0.212,9.34,9.349,8.71,8.655,9.398
9.22,9.715,-0.494,-0.606,9.827,0.516,-0.449,0.26,0.199,9.853,-0.396,10.498,9.34,9.349,8.71,9.836
10.05,9.645,0.404,-0.119,10.167,-0.494,0.516,-0.449,0.26,9.389,0.287,9.221,10.498,9.34,9.349,10.213
9.8,9.923,-0.126,-0.551,10.348,0.404,-0.494,0.516,-0.449,10.095,-0.167,10.049,9.221,10.498,9.34,10.329
10.41,10.503,-0.091,0.037,10.375,-0.126,0.404,-0.494,0.516,10.118,-0.12,9.797,10.049,9.221,10.498,10.344
11.18,10.97,0.208,0.899,10.279,-0.091,-0.126,0.404,-0.494,11.179,0.115,10.413,9.797,10.049,9.221,10.293
10.58,10.728,-0.148,0.486,10.095,0.208,-0.091,-0.126,0.404,10.951,-0.163,11.179,10.413,9.797,10.049,10.1
9.99,9.798,0.192,0.129,9.861,-0.148,0.208,-0.091,-0.126,9.912,0.032,10.581,11.179,10.413,9.797,9.869
8.75,8.937,-0.184,-0.868,9.621,0.192,-0.148,0.208,-0.091,8.932,-0.215,9.99,10.581,11.179,10.413,9.615
9.24,8.95,0.295,-0.173,9.418,-0.184,0.192,-0.148,0.208,8.808,0.07,8.754,9.99,10.581,11.179,9.403
9.27,9.472,-0.205,-0.025,9.292,0.295,-0.184,0.192,-0.148,9.618,-0.281,9.245,8.754,9.99,10.581,9.283
9.47,9.64,-0.17,0.185,9.284,-0.205,0.295,-0.184,0.192,9.597,-0.028,9.268,9.245,8.754,9.99,9.264
10.11,9.232,0.875,0.696,9.411,-0.17,-0.205,0.295,-0.184,9.283,0.384,9.47,9.268,9.245,8.754,9.401
8.24,9.111,-0.874,-1.409,9.647,0.875,-0.17,-0.205,0.295,8.796,-0.97,10.107,9.47,9.268,9.245,9.661
10.51,10.248,0.263,0.555,9.956,-0.874,0.875,-0.17,-0.205,9.794,0.156,8.237,10.107,9.47,9.268,9.941
12.18,11.781,0.394,1.873,10.302,0.263,-0.874,0.875,-0.17,12.081,0.239,10.511,8.237,10.107,9.47,10.29
12.25,12.475,-0.223,1.602,10.65,0.394,0.263,-0.874,0.875,12.164,-0.344,12.175,10.511,8.237,10.107,10.64
12.29,12.293,0.002,1.325,10.969,-0.223,0.394,0.263,-0.874,12.32,-0.286,12.252,12.175,10.511,8.237,10.967
12.0,11.921,0.075,0.745,11.252,0.002,-0.223,0.394,0.263,12.118,-0.09,12.295,12.252,12.175,10.511,11.241
11.75,11.658,0.096,0.26,11.494,0.075,0.002,-0.223,0.394,11.785,0.001,11.996,12.295,12.252,12.175,11.498
11.33,11.314,0.017,-0.363,11.694,0.096,0.075,0.002,-0.223,11.37,-0.19,11.754,11.996,12.295,12.252,11.694
10.97,10.95,0.024,-0.876,11.849,0.017,0.096,0.075,0.002,10.93,-0.243,11.331,11.754,11.996,12.295,11.853
10.66,10.899,-0.239,-1.295,11.955,0.024,0.017,0.096,0.075,10.812,-0.165,10.973,11.331,11.754,11.996,11.958
11.7,11.257,0.441,-0.314,12.012,-0.239,0.024,0.017,0.096,11.188,0.306,10.66,10.973,11.331,11.754,12.014
11.34,11.654,-0.314,-0.693,12.033,0.441,-0.239,0.024,0.017,11.672,-0.298,11.699,10.66,10.973,11.331,12.032
12.25,12.009,0.243,0.223,12.029,-0.314,0.441,-0.239,0.024,11.718,0.007,11.339,11.699,10.66,10.973,12.033
12.07,12.378,-0.312,0.05,12.016,0.243,-0.314,0.441,-0.239,12.449,-0.206,12.252,11.339,11.699,10.66,12.015
13.01,12.688,0.32,1.0,12.007,-0.312,0.243,-0.314,0.441,12.65,0.279,12.066,12.252,11.339,11.699,12.005
12.65,12.667,-0.022,0.631,12.014,0.32,-0.312,0.243,-0.314,12.805,-0.108,13.007,12.066,12.252,11.339,12.012
12.17,12.427,-0.254,0.139,12.035,-0.022,0.32,-0.312,0.243,12.316,-0.241,12.645,13.007,12.066,12.252,12.039
12.46,12.219,0.239,0.391,12.067,-0.254,-0.022,0.32,-0.312,12.378,0.225,12.173,12.645,13.007,12.066,12.064
12.06,12.047,0.01,-0.049,12.106,0.239,-0.254,-0.022,0.32,12.098,-0.009,12.458,12.173,12.645,13.007,12.106
11.72,11.882,-0.161,-0.429,12.149,0.01,0.239,-0.254,-0.022,11.846,-0.133,12.057,12.458,12.173,12.645,12.148
11.87,11.774,0.097,-0.322,12.193,-0.161,0.01,0.239,-0.254,11.789,0.091,11.72,12.057,12.458,12.173,12.193
11.83,11.818,0.016,-0.398,12.232,0.097,-0.161,0.01,0.239,11.778,0.054,11.871,11.72,12.057,12.458,12.234
12.01,12.061,-0.05,-0.254,12.264,0.016,0.097,-0.161,0.01,11.949,-0.008,11.835,11.871,11.72,12.057,12.266
12.41,12.394,0.019,0.129,12.284,-0.05,0.016,0.097,-0.161,12.375,0.023,12.011,11.835,11.871,11.72,12.287
12.67,12.59,0.08,0.383,12.286,0.019,-0.05,0.016,0.097,12.613,0.027,12.413,12.011,11.835,11.871,12.289
12.28,12.435,-0.151,0.016,12.268,0.08,0.019,-0.05,0.016,12.548,-0.091,12.669,12.413,12.011,11.835,12.27
12.24,12.075,0.167,0.009,12.233,-0.151,0.08,0.019,-0.05,12.059,0.118,12.284,12.669,12.413,12.011,12.232
11.81,11.864,-0.057,-0.38,12.187,0.167,-0.151,0.08,0.019,11.876,-0.075,12.242,12.284,12.669,12.413,12.19
12.11,12.097,0.009,-0.028,12.134,-0.057,0.167,-0.151,0.08,11.926,-0.044,11.807,12.242,12.284,12.669,12.136
12.4,12.472,-0.067,0.329,12.075,0.009,-0.057,0.167,-0.151,12.606,-0.022,12.106,11.807,12.242,12.284,12.079
12.55,12.432,0.114,0.531,12.015,-0.067,0.009,-0.057,0.167,12.495,0.115,12.404,12.106,11.807,12.242,12.016
12.08,11.967,0.109,0.123,11.954,0.114,-0.067,0.009,-0.057,11.977,-0.038,12.546,12.404,12.106,11.807,11.954
11.37,11.669,-0.297,-0.527,11.899,0.109,0.114,-0.067,0.009,11.596,-0.276,12.076,12.546,12.404,12.106,11.896
12.12,11.893,0.224,0.26,11.857,-0.297,0.109,0.114,-0.067,11.883,0.206,11.371,12.076,12.546,12.404,11.856
12.27,12.201,0.064,0.432,11.833,0.224,-0.297,0.109,0.114,12.291,0.021,12.117,11.371,12.076,12.546,11.833
12.04,12.161,-0.118,0.223,11.82,0.064,0.224,-0.297,0.109,12.095,-0.188,12.265,12.117,11.371,12.076,11.828
11.94,11.869,0.069,0.126,11.812,-0.118,0.064,0.224,-0.297,11.925,-0.038,12.043,12.265,12.117,11.371,11.811
11.6,11.631,-0.036,-0.205,11.8,0.069,-0.118,0.064,0.224,11.694,-0.026,11.938,12.043,12.265,12.117,11.801
11.67,11.598,0.076,-0.091,11.765,-0.036,0.069,-0.118,0.064,11.557,0.058,11.595,11.938,12.043,12.265,11.78
11.73,11.67,0.057,0.032,11.695,0.076,-0.036,0.069,-0.118,11.679,-0.073,11.674,11.595,11.938,12.043,11.693
11.57,11.739,-0.171,-0.032,11.6,0.057,0.076,-0.036,0.069,11.703,-0.182,11.727,11.674,11.595,11.938,11.593
11.81,11.704,0.106,0.305,11.505,-0.171,0.057,0.076,-0.036,11.775,0.124,11.569,11.727,11.674,11.595,11.499
11.54,11.512,0.032,0.112,11.432,0.106,-0.171,0.057,0.076,11.563,0.058,11.81,11.569,11.727,11.674,11.43
11.44,11.405,0.035,0.047,11.394,0.032,0.106,-0.171,0.057,11.277,-0.052,11.544,11.81,11.569,11.727,11.397
11.48,11.644,-0.163,0.089,11.393,0.035,0.032,0.106,-0.171,11.577,-0.142,11.44,11.544,11.81,11.569,11.39
12.03,11.986,0.048,0.601,11.433,-0.163,0.035,0.032,0.106,12.079,0.149,11.481,11.44,11.544,11.81,11.423
12.01,11.837,0.169,0.488,11.519,0.048,-0.163,0.035,0.032,12.012,0.17,12.034,11.481,11.44,11.544,11.51
11.04,11.249,-0.207,-0.612,11.655,0.169,0.048,-0.163,0.035,11.178,-0.171,12.006,12.034,11.481,11.44,11.645
11.06,11.007,0.048,-0.792,11.847,-0.207,0.169,0.048,-0.163,10.888,0.061,11.043,12.006,12.034,11.481,11.836
11.45,11.49,-0.037,-0.645,12.098,0.048,-0.207,0.169,0.048,11.448,0.104,11.055,11.043,12.006,12.034,12.087
12.27,12.233,0.039,-0.141,12.412,-0.037,0.048,-0.207,0.169,12.136,0.152,11.453,11.055,11.043,12.006,12.4
12.59,12.61,-0.023,-0.202,12.788,0.039,-0.037,0.048,-0.207,12.574,0.034,12.272,11.453,11.055,11.043,12.776
12.73,12.728,-0.001,-0.484,13.211,-0.023,0.039,-0.037,0.048,12.559,0.012,12.586,12.272,11.453,11.055,13.205
12.98,13.121,-0.14,-0.668,13.649,-0.001,-0.023,0.039,-0.037,12.988,0.031,12.727,12.586,12.272,11.453,13.652
14.11,13.916,0.193,0.04,14.069,-0.14,-0.001,-0.023,0.039,13.799,0.249,12.981,12.727,12.586,12.272,14.068
14.6,14.71,-0.108,0.167,14.434,0.193,-0.14,-0.001,-0.023,14.62,-0.04,14.108,12.981,12.727,12.586,14.441
15.18,15.199,-0.017,0.472,14.711,-0.108,0.193,-0.14,-0.001,15.076,0.007,14.601,14.108,12.981,12.727,14.721
15.36,15.331,0.025,0.493,14.863,-0.017,-0.108,0.193,-0.14,15.435,0.075,15.183,14.601,14.108,12.981,14.882
15.16,15.178,-0.02,0.29,14.868,0.025,-0.017,-0.108,0.193,15.246,0.057,15.356,15.183,14.601,14.108,14.884
14.97,14.869,0.098,0.222,14.745,-0.02,0.025,-0.017,-0.108,14.938,0.058,15.158,15.356,15.183,14.601,14.734
14.41,14.527,-0.12,-0.119,14.526,0.098,-0.02,0.025,-0.017,14.609,-0.121,14.967,15.158,15.356,15.183,14.545
14.21,14.215,-0.003,-0.03,14.242,-0.12,0.098,-0.02,0.025,14.289,0.055,14.407,14.967,15.158,15.356,14.25
13.98,13.872,0.112,0.06,13.925,-0.003,-0.12,0.098,-0.02,13.975,0.132,14.212,14.407,14.967,15.158,13.936
13.49,13.498,-0.011,-0.119,13.605,0.112,-0.003,-0.12,0.098,13.53,-0.059,13.985,14.212,14.407,14.967,13.608
13.08,13.214,-0.135,-0.23,13.31,-0.011,0.112,-0.003,-0.12,13.23,-0.11,13.486,13.985,14.212,14.407,13.312
13.19,13.05,0.144,0.144,13.05,-0.135,-0.011,0.112,-0.003,13.117,0.136,13.08,13.486,13.985,14.212,13.061
12.82,12.852,-0.037,-0.016,12.831,0.144,-0.135,-0.011,0.112,12.931,-0.003,13.193,13.08,13.486,13.985,12.826
12.64,12.62,0.016,0.001,12.635,-0.037,0.144,-0.135,-0.011,12.57,-0.023,12.815,13.193,13.08,13.486,12.66
12.39,12.411,-0.023,-0.011,12.399,0.016,-0.037,0.144,-0.135,12.517,-0.047,12.636,12.815,13.193,13.08,12.439
12.1,12.16,-0.059,-0.02,12.12,-0.023,0.016,-0.037,0.144,12.255,0.021,12.388,12.636,12.815,13.193,12.082
11.93,11.762,0.172,0.118,11.816,-0.059,-0.023,0.016,-0.037,11.85,0.144,12.101,12.388,12.636,12.815,11.83
11.23,11.329,-0.103,-0.29,11.516,0.172,-0.059,-0.023,0.016,11.346,-0.132,11.934,12.101,12.388,12.636,11.499
11.06,11.127,-0.066,-0.181,11.242,-0.103,0.172,-0.059,-0.023,11.106,-0.04,11.226,11.934,12.101,12.388,11.259
11.16,11.079,0.085,0.192,10.972,-0.066,-0.103,0.172,-0.059,11.203,0.139,11.061,11.226,11.934,12.101,11.009
10.86,10.861,-0.005,0.185,10.67,0.085,-0.066,-0.103,0.172,10.933,0.047,11.164,11.061,11.226,11.934,10.677
10.48,10.354,0.125,0.161,10.318,-0.005,0.085,-0.066,-0.103,10.45,-0.017,10.855,11.164,11.061,11.226,10.326
9.44,9.798,-0.354,-0.51,9.954,0.125,-0.005,0.085,-0.066,9.86,-0.232,10.479,10.855,11.164,11.061,9.913
9.76,9.489,0.276,0.135,9.63,-0.354,0.125,-0.005,0.085,9.511,0.34,9.444,10.479,10.855,11.164,9.631
9.53,9.369,0.157,0.143,9.383,0.276,-0.354,0.125,-0.005,9.449,0.054,9.765,9.444,10.479,10.855,9.381
8.95,9.371,-0.418,-0.256,9.21,0.157,0.276,-0.354,0.125,9.231,-0.369,9.526,9.765,9.444,10.479,9.238
9.62,9.402,0.214,0.517,9.098,-0.418,0.157,0.276,-0.354,9.489,0.238,8.953,9.526,9.765,9.444,9.086
9.34,9.189,0.155,0.316,9.028,0.214,-0.418,0.157,0.276,9.366,0.138,9.615,8.953,9.526,9.765,9.029
8.62,8.786,-0.164,-0.319,8.941,0.155,0.214,-0.418,0.157,8.699,-0.206,9.344,9.615,8.953,9.526,8.967
8.44,8.543,-0.1,-0.333,8.776,-0.164,0.155,0.214,-0.418,8.56,-0.069,8.621,9.344,9.615,8.953,8.782
8.82,8.559,0.263,0.282,8.54,-0.1,-0.164,0.155,0.214,8.634,0.228,8.443,8.621,9.344,9.615,8.517
8.24,8.445,-0.208,-0.022,8.259,0.263,-0.1,-0.164,0.155,8.578,-0.106,8.822,8.443,8.621,9.344,8.271
8.1,7.976,0.126,0.132,7.97,-0.208,0.263,-0.1,-0.164,8.009,0.055,8.237,8.822,8.443,8.621,7.961
7.31,7.386,-0.072,-0.398,7.711,0.126,-0.208,0.263,-0.1,7.492,-0.064,8.102,8.237,8.822,8.443,7.71
7.2,7.194,0.009,-0.312,7.515,-0.072,0.126,-0.208,0.263,7.044,0.05,7.314,8.102,8.237,8.822,7.503
7.49,7.476,0.01,0.101,7.385,0.009,-0.072,0.126,-0.208,7.507,0.062,7.203,7.314,8.102,8.237,7.393
7.82,7.817,0.002,0.51,7.309,0.01,0.009,-0.072,0.126,7.775,0.021,7.486,7.203,7.314,8.102,7.309
7.87,7.872,-0.004,0.595,7.273,0.002,0.01,0.009,-0.072,7.874,0.011,7.819,7.486,7.203,7.314,7.268
7.62,7.614,0.005,0.357,7.263,-0.004,0.002,0.01,0.009,7.713,0.009,7.868,7.819,7.486,7.203,7.255
7.13,7.168,-0.041,-0.144,7.27,0.005,-0.004,0.002,0.01,7.317,0.012,7.62,7.868,7.819,7.486,7.265
6.82,6.752,0.068,-0.468,7.288,-0.041,0.005,-0.004,0.002,6.74,0.078,7.127,7.62,7.868,7.819,7.29
6.59,6.592,0.001,-0.715,7.308,0.068,-0.041,0.005,-0.004,6.575,-0.022,6.82,7.127,7.62,7.868,7.304
6.65,6.747,-0.099,-0.676,7.323,0.001,0.068,-0.041,0.005,6.687,-0.056,6.593,6.82,7.127,7.62,7.323
7.08,7.009,0.075,-0.244,7.327,-0.099,0.001,0.068,-0.041,6.998,0.116,6.648,6.593,6.82,7.127,7.325
7.2,7.125,0.076,-0.118,7.319,0.075,-0.099,0.001,0.068,7.113,0.046,7.083,6.648,6.593,6.82,7.314
7.07,7.149,-0.08,-0.232,7.3,0.076,0.075,-0.099,0.001,7.074,-0.124,7.201,7.083,6.648,6.593,7.299
7.4,7.353,0.049,0.128,7.274,-0.08,0.076,0.075,-0.099,7.249,-0.026,7.069,7.201,7.083,6.648,7.273
7.67,7.717,-0.044,0.431,7.241,0.049,-0.08,0.076,0.075,7.749,-0.022,7.402,7.069,7.201,7.083,7.243
8.09,7.933,0.156,0.883,7.205,-0.044,0.049,-0.08,0.076,7.929,0.064,7.672,7.402,7.069,7.201,7.205
7.76,7.845,-0.089,0.59,7.167,0.156,-0.044,0.049,-0.08,7.866,-0.174,8.088,7.672,7.402,7.069,7.166
7.69,7.679,0.014,0.567,7.127,-0.089,0.156,-0.044,0.049,7.653,-0.072,7.756,8.088,7.672,7.402,7.126
7.67,7.596,0.077,0.588,7.085,0.014,-0.089,0.156,-0.044,7.697,0.002,7.693,7.756,8.088,7.672,7.084
7.45,7.503,-0.049,0.412,7.041,0.077,0.014,-0.089,0.156,7.533,-0.082,7.672,7.693,7.756,8.088,7.041
7.33,7.287,0.044,0.334,6.997,-0.049,0.077,0.014,-0.089,7.332,-0.019,7.453,7.672,7.693,7.756,6.996
7.1,7.054,0.048,0.152,6.95,0.044,-0.049,0.077,0.014,7.045,-0.049,7.331,7.453,7.672,7.693,6.95
6.84,6.954,-0.115,-0.063,6.903,0.048,0.044,-0.049,0.077,6.982,-0.103,7.103,7.331,7.453,7.672,6.901
6.89,6.805,0.082,0.033,6.854,-0.115,0.048,0.044,-0.049,6.966,0.088,6.84,7.103,7.331,7.453,6.853
6.41,6.351,0.054,-0.398,6.803,0.082,-0.115,0.048,0.044,6.46,0.02,6.887,6.84,7.103,7.331,6.803
5.74,5.859,-0.115,-1.008,6.752,0.054,0.082,-0.115,0.048,5.766,-0.102,6.405,6.887,6.84,7.103,6.752
5.88,5.759,0.125,-0.815,6.699,-0.115,0.054,0.082,-0.115,5.77,0.06,5.744,6.405,6.887,6.84,6.699
5.82,5.99,-0.173,-0.827,6.644,0.125,-0.115,0.054,0.082,6.011,-0.064,5.885,5.744,6.405,6.887,6.645
6.25,6.165,0.086,-0.333,6.584,-0.173,0.125,-0.115,0.054,6.12,0.178,5.817,5.885,5.744,6.405,6.586
6.35,6.157,0.198,-0.163,6.518,0.086,-0.173,0.125,-0.115,6.115,0.082,6.252,5.817,5.885,5.744,6.519
5.96,6.308,-0.345,-0.478,6.441,0.198,0.086,-0.173,0.125,6.145,-0.297,6.355,6.252,5.817,5.885,6.443
6.89,6.83,0.059,0.536,6.353,-0.345,0.198,0.086,-0.173,6.756,0.193,5.963,6.355,6.252,5.817,6.355
7.53,7.193,0.335,1.277,6.251,0.059,-0.345,0.198,0.086,7.395,0.277,6.889,5.963,6.355,6.252,6.254
